chinese,english,source,refs_list
波斯尼亚和黑塞哥维那、捷克共和国、厄瓜多尔、埃塞俄比亚、赤道几内亚、希腊、马耳他、尼日利亚、秘鲁和前南斯拉夫的马其顿共和国随后加入提案国。,"Bosnia and Herzegovina, the Czech Republic, Ecuador, Ethiopia, Equatorial Guinea, Greece, Malta, Nigeria, Peru and The former Yugoslav Republic of Macedonia subsequently joined the sponsors.",JSON,"['Bosnia and Herzegovina, the Czech Republic, Ecuador, Ethiopia, Equatorial Guinea, Greece, Malta, Nigeria, Peru and The former Yugoslav Republic of\xa0Macedonia subsequently joined the sponsors.']"
至于私人房屋的兴建数量，则全由市场决定。,"As at end December 2002, the service units had over 5,584 children in their care.",JSON,"['As at end December 2002, the service units had over 5,584 children in their care.']"
"卡拉马佐夫，带他进去。 Caramazov, take him in.","Caramazov, take him in.",JSON,"['Caramazov, take him in.']"
我找了个座位，一直低着头。,I find a seat and keep my head down.,JSON,['I find a seat and keep my head down.']
同上，Schwebel法官的反对意见，英文本第330页。,"Ibid., dissenting opinion of Judge Schwebel, at p. 330.",JSON,"['Ibid., dissenting opinion of Judge Schwebel, at p. 330.']"
对，好，我们下次再散步好了,"Yeah, sure, okay. Yeah, we'll take a walk some other time.",JSON,"[""Yeah, sure, okay. Yeah, we'll take a walk some other time.""]"
我带Anna回Palmer Field.,I gotta take Anna back to Palmer Field.,JSON,['I gotta take Anna back to Palmer Field.']
小泽马利奥 这个... 既然大家都是香港人,"Mario Ozawa, well... since we are both from Hong Kong,",JSON,"['Mario Ozawa, well... since we are both from Hong Kong,']"
专家说这种性质的间谍活动的比率 可能包括一些没有意识的人,Experts are saying the rate of espionage of this nature... may include some people not aware...,JSON,['Experts are saying the rate of espionage of this nature... may include some people not aware...']
我愿提请安理会注意，加共体一些成员已表示愿意在其各自能力范围内向这样一只部队作出贡献。,I wish to advise the Council that some members of CARICOM have already indicated a willingness to contribute to such a force within their individual capacities.,JSON,['I wish to advise the Council that some members of CARICOM have already indicated a willingness to contribute to such a force within their individual capacities.']
在人道主义事务协调厅协调和反应司的密切协作下，基金秘书处对申请进行方案上的审查后，会向紧急救济协调员提供必要的资料，以确定赠款拨款。,"Following a programmatic review of requests, in close collaboration with the Coordination and Response Division of the Office for the Coordination of Humanitarian Affairs, the Fund secretariat provides the Emergency Relief Coordinator with the information necessary to decide on grant allocations.",JSON,"['Following a programmatic review of requests, in close collaboration with the Coordination and Response Division of the Office for the Coordination of Humanitarian Affairs, the Fund secretariat provides the Emergency Relief Coordinator with the information necessary to decide on grant allocations.']"
"就年龄结构而言，大多数失业人口在25-39岁年龄组(42.6%) 和 40-54岁年龄组(27.6%)，总数为172,400人，而在15-24岁年龄组的年轻人占24.3%(151,600人)。","Where age structure is concerned, most unemployed persons were found in the 25-39 (42.6%) and 40-54 (27.6%) age groups, representing a total of 172,400 persons, while young people in the 15-24 age group accounted for 24.3 per cent (151,600).",JSON,"['Where age structure is concerned, most unemployed persons were found in the\xa025-39 (42.6%) and 40-54 (27.6%) age groups, representing a total of 172,400\xa0persons, while young people in the 15-24 age group accounted for\xa024.3\xa0per\xa0cent\xa0(151,600).']"
积极参与若干专业组织的活动。,Active in several professional organizations.,JSON,['Active in several professional organizations.']
37. 拟议的战略远景说明将有助于实现本组织的目标。,The proposed strategic long-term vision statement would facilitate attainment of the Organization's goals.,JSON,"[""The proposed strategic long-term vision statement would facilitate attainment of the Organization's goals.""]"
大会第六十三届会议主席谨将食物权问题特别报告员奥利维娅·德许特教授(比利时)撰写的关于“全球粮食危机与食物权”的本概念说明作为大会文件转递会员国。,"The President of the sixty-third session of the General Assembly has the honour to transmit to Member States as a document of the Assembly the present concept note on “The Global Food Crisis and the Right to Food” prepared by the Special Rapporteur on the right to food, Professor Olivier De Schutter (Belgium).",JSON,"['The President of the sixty-third session of the General Assembly has the honour to transmit to Member States as a document of the Assembly the present concept note on “The Global Food Crisis and the Right to Food” prepared by the Special Rapporteur on the right to food, Professor Olivier De Schutter (Belgium).']"
